"id","participant_id","item_id","item","item_type","trial_index","correct_answer","response","is_correct","reaction_time","trial_ptr_id","question_id"
446,309,"5_tb_1_s_e_im",5,"attention_check",6,"hall","hall","True",7815.70000000298,446,"start_loc"
447,309,"5_tb_1_s_e_im",5,"attention_check",7,"study","study","True",10385.799999997,447,"end_loc"
449,437,"12_tb_1_s_e_ex",12,"attention_check",6,"stable","stable","True",9961.40000000596,449,"start_loc"
450,437,"12_tb_1_s_e_ex",12,"attention_check",7,"hut","hut","True",9678.40000000596,450,"end_loc"
452,413,"9_fb_1_s_s_im",9,"attention_check",6,"cupboard","cupboard","True",13744.3999999762,452,"start_loc"
453,413,"9_fb_1_s_s_im",9,"attention_check",7,"drawer","cupboard","False",22344,453,"end_loc"
455,107,"2_tb_1_s_e_im",2,"attention_check",6,"cupboard","sandwich","False",17376,455,"start_loc"
456,107,"2_tb_1_s_e_im",2,"attention_check",7,"fridge","fridge","True",24365.5999999046,456,"end_loc"
458,377,"12_tb_1_s_s_ex",12,"attention_check",6,"stable","bath","False",7708,458,"start_loc"
459,377,"12_tb_1_s_s_ex",12,"attention_check",7,"hut","that day","False",10084,459,"end_loc"
461,300,"4_tb_1_e_s_ex",4,"attention_check",6,"shed","shed","True",8336.30000000075,461,"start_loc"
462,300,"4_tb_1_e_s_ex",4,"attention_check",7,"garage","garage","True",7064.80000000075,462,"end_loc"
464,283,"12_fb_1_e_e_ex",12,"attention_check",6,"stable","stable","True",29928,464,"start_loc"
465,283,"12_fb_1_e_e_ex",12,"attention_check",7,"hut","hut","True",5977.29999923706,465,"end_loc"
467,154,"11_tb_1_e_e_ex",11,"attention_check",6,"suitcase","suitcase","True",76674,467,"start_loc"
468,154,"11_tb_1_e_e_ex",11,"attention_check",7,"backpack","backpack","True",8356,468,"end_loc"
470,363,"4_tb_1_s_e_im",4,"attention_check",6,"shed","shed","True",6566.70000000298,470,"start_loc"
471,363,"4_tb_1_s_e_im",4,"attention_check",7,"garage","garage","True",5692.79999999702,471,"end_loc"
473,267,"1_fb_1_e_e_im",1,"attention_check",6,"box","box","True",5122,473,"start_loc"
474,267,"1_fb_1_e_e_im",1,"attention_check",7,"basket","basket","True",4266,474,"end_loc"
476,398,"4_tb_1_e_s_im",4,"attention_check",6,"shed","shed","True",11968.700000003,476,"start_loc"
477,398,"4_tb_1_e_s_im",4,"attention_check",7,"garage","garage","True",12709.3999999985,477,"end_loc"
